Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6070010043,DETTOL SOAP ORIGNAL 120 GM,Cosmetic,Rayan ER Pharmacy,RYN_ERP,MEP PHARMACY DC,MEP_COS,REP9039,1123367096.0,24-01-2024,8.8,-88.0,454830.0,GM,Return to Store/Other Branch,10.0,6.48751,-64.87511,0.0,0.0
