Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6040060006,JJ BABY OIL-300ML(ALOE VERA),Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1180828078.0,16-05-2024,44.77,-44.77,507029.0,ML,Issue to Patient,1.0,33.58,-33.58,5.0,167.9
